trans_id,sender_iban,receiver_iban,amount,timestamp,ip_address,merchant_cat
TXN-7124,FR7105133848292095492884068,FR3287203410008995725747217,7024.51,2025-06-17 09:14:21,5.124.130.62,Restaurant
TXN-8231,FR0433949433236508755111020,FR9188542356129016770194200,8453.38,2025-01-18 07:46:39,137.33.139.225,Tech
TXN-2667,FR6384429037781764909739632,FR2815138917567696651344695,4724.74,2025-09-05 16:18:19,34.53.202.72,Travel
TXN-11889,FR1086333745212705667158384,FR5254726165221240495372341,5611.02,2024-12-31 08:13:06,159.134.49.3,Supermarket
TXN-4669,FR6838548625671207963663021,FR0219416095005390804497601,7211.78,2025-03-05 22:33:51,141.244.152.129,
TXN-968,FR2959134205340459934026532,FR4874206292885659445930014,2400.81,2025-02-08 23:44:24,83.203.113.226,Supermarket
TXN-8048,FR0557251828838516142796024,FR1513907421288595279856443,2356.67,2024-12-13 17:12:39,99.14.165.250,Restaurant
TXN-9478,FR9266076636533931102403722,FR1281174911900606829611384,5540.2,2025-02-09 04:32:52,91.26.157.0,Tech
TXN-11507,FR4900982405941350704868094,FR5152417799009135832891476,"1920,94",2025-05-18 16:42:58,165.104.35.175,Travel
TXN-1983,FR8562794121127163631494588,FR3034687716734274472496774,8337.39,2025-10-22 08:56:57,60.213.226.23,Gambling
TXN-9566,FR0445781097299785103123594,FR5553651236477776787219346,2995.54,2024-11-13 22:00:29,102.157.1.110,Tech
TXN-9859,FR0299269799923468507896499,FR5659260350893627744114711,616.19,2025-10-08 07:37:52,179.75.56.10,
TXN-13885,FR2648396937571036113166026,FR1225750434714381702432063,8939.09,2025-05-22 02:03:36,32.131.216.230,Gambling
TXN-14762,FR5085091936426114875115266,FR4207544775785408752104177,5089.1,2025-09-01 14:12:48,155.133.205.184,Supermarket
TXN-8823,FR4195388620463688364539493,FR5224985078537273807047022,31.14,2024-12-24 17:50:35,165.192.99.91,Gambling
TXN-1288,FR6083025909836376273423500,FR1843326543968314726827606,1069.29,2025-01-23 14:05:42,158.78.37.232,
TXN-5403,FR6769843207213863354453869,FR7735792991746332566899048,6071.67,2025-03-18 07:59:40,62.14.172.219,Gambling
TXN-8696,FR8381237002396684771282100,FR3324493123692039310106535,8693.07,2025-02-21 10:56:55,151.214.48.187,Travel
TXN-4306,FR6729554024642388612276712,FR0946618031480794038815530,6649.65,2025-02-12 17:15:35,89.183.56.97,Unknown
TXN-909,FR8591180119715249884801145,FR6747373719453971945445741,4669.0,2025-08-19 15:11:35,68.63.18.105,Unknown
TXN-10277,FR1541628204024659909635984,FR5111072659166624949990722,8955.47,2025-05-20 16:29:13,130.75.110.29,Supermarket
TXN-9676,FR7399605891769486653867136,FR2905866359578046429266604,8997.83,2025-10-26 03:51:42,2.210.211.165,Tech
TXN-8501,FR3631656899853145840936616,FR9316086478109915735844897,2990.67,2025-07-25 20:56:20,120.229.252.87,Tech
TXN-2348,FR7581933271432722209290117,FR5423301548615142311010887,3496.78,2025-11-09 16:03:13,206.36.185.181,Supermarket
TXN-441,FR4270473997134294541194221,FR2917707310382657122994650,4729.1,2025-01-16 23:16:18,,Unknown
TXN-13900,FR6985408405583175711376419,FR4409866006597579087551731,2707.92,2025-05-14 08:04:32,142.196.114.152,
TXN-826,FR5428910180427622881897692,FR8906405762511849868040423,7050.43,2025-06-23 23:56:35,8.143.150.240,Gambling
TXN-7611,FR3670401752111654470763152,FR8305960469103526623939813,8630.97,2024-12-12 08:53:22,52.12.130.31,Travel
TXN-9816,FR2845740214827340383064692,FR6244457522816905757343811,2389.34,2025-02-21 05:07:06,37.109.192.20,Supermarket
TXN-5217,FR4868710935236753131490450,FR3820999447750653476975973,851.12,2025-05-07 22:04:06,181.50.64.79,Unknown
TXN-3678,FR3346995924969946006943757,FR1160480304791651417857585,4371.28,2025-05-23 21:19:39,161.131.242.254,Unknown
TXN-13271,FR5609042277653598527338631,FR3685288978541146699632553,5407.95,2024-12-06 12:53:47,175.117.117.77,Restaurant
TXN-1202,FR6206279113457125870177363,FR1538445333641813159058774,8387.11,2025-10-30 13:31:25,111.40.204.6,Gambling
TXN-4963,FR8004353080283106346606814,FR5263010525774433989204919,7495.85,2025-11-03 10:17:18,172.241.54.213,Supermarket
TXN-5736,FR7893050503830231092965741,FR8309928887850580689786358,6805.31,2025-05-07 21:06:12,148.238.210.29,Restaurant
TXN-7487,FR4081238906289380091213004,FR7919853656788563768274333,8676.37,2025-09-23 02:46:06,111.23.230.186,Travel
TXN-4125,FR1289299584995068281794321,FR6472278426612494195885685,3511.48,2025-01-29 20:44:41,184.164.84.128,Restaurant
TXN-4644,FR1519669975874993848200942,FR5160901610982543994912985,3697.23,2025-02-04 08:28:09,49.41.25.213,Supermarket
TXN-498,FR8717615366757130309744297,FR8596024801537750854918380,8153.6,2025-03-06 09:48:51,216.158.254.46,Supermarket
TXN-13931,FR2696723662225820600760665,FR4058565281114235708714135,3543.97,2025-09-24 13:01:50,38.223.186.61,Unknown
TXN-3380,FR4996039046912243082005074,FR7878319860745365737099023,"8871,61",2024-11-18 04:41:50,5.85.23.244,Restaurant
TXN-6394,FR1222239388691813136789872,FR2303260444958717169097635,6834.68,2025-01-26 17:39:17,134.138.0.115,Unknown
TXN-3115,FR2492013292101271814274244,FR9713489471151876171628813,8815.06,2025-09-29 02:36:55,14.182.71.66,Gambling
TXN-12444,FR0490139283515204778387485,FR7414653709081185722081420,9221.41,2025-08-03 02:16:09,Localhost,Tech
TXN-9697,FR1115540618151690298597750,FR2934356065803924761457106,7253.71,2025-02-17 02:06:42,148.10.41.18,Supermarket
TXN-9171,FR3952405405376796741144235,FR4089783166403209109703068,2624.07,2025-01-02 00:03:22,7.159.184.189,Travel
TXN-780,FR3584119600205479671851327,FR4725817715263816617806806,4190.39,2025-04-11 19:40:16,180.174.242.226,Unknown
TXN-13290,FR8481465569233798487466661,FR2569310216408772471055245,3349.93,2025-10-23 22:54:53,186.162.198.119,Restaurant
TXN-1257,FR9644024183381683889611584,FR1657366232207240523656818,"5355,19",2025-04-11 10:04:04,113.241.41.101,Travel
TXN-9514,FR2622106862354280200932293,FR5751257722243268078178679,-8622.92,2024-12-19 02:51:36,165.119.31.129,Unknown
TXN-13127,FR8099652181660721475054598,FR5467125629390428133533916,7463.94,2025-09-18 17:03:59,160.36.100.167,Supermarket
TXN-9584,FR3945614919735361264952794,FR2390566816301189811606977,5081.4,2025-05-12 19:12:05,114.115.41.230,Travel
TXN-3429,FR3433932584800598804351975,FR6398413514757987472455798,8306.21,2025-02-25 18:28:56,86.109.29.163,Travel
TXN-546,FR2860703667364192621913752,FR1080706825317891596618964,810.59,2025-09-22 11:08:03,206.193.216.46,Travel
TXN-6330,FR5361068004665910398557984,FR7939068471891281937981296,9921.66,2025-05-10 08:24:39,212.153.244.206,Supermarket
TXN-6150,FR0466138418827450084507477,FR1883689546220648630987436,5754.92,2025-05-26 19:37:39,183.54.17.212,
TXN-7384,FR4815158132682563997677419,FR9240395457058454352949005,6902.27,2025-08-10 17:58:52,220.247.82.131,Unknown
TXN-5156,FR4643470259272616886815753,FR0370524164508834924581563,3057.71,2024-12-07 18:41:52,43.140.98.8,
TXN-4259,FR3723879519904146249883224,FR8463810791554706477426066,2479.88,2024-12-20 23:42:10,187.175.122.213,Gambling
TXN-11939,FR8619399350363313635834987,FR0782768324331437996102111,9325.63,2025-02-17 09:46:18,Localhost,Travel
TXN-6379,FR7274252358921463929760666,FR3759223413368130494486285,245.36,2025-09-05 07:48:04,184.2.126.118,Tech
TXN-5901,FR1753265092310403005798195,FR2924810196797892978289959,7526.86,2025-06-28 07:47:37,60.90.215.8,Supermarket
TXN-8356,FR7087211189083403093630128,FR6293237538223368924232560,7281.26,2025-01-25 21:29:46,81.34.60.191,Tech
TXN-7714,FR8353286851758213508025787,FR8544116935301784394138358,3751.11,2024-12-26 22:44:02,136.167.220.78,Travel
TXN-4099,FR6222454636196625534839504,FR8503806299804366278427228,3786.66,2025-09-19 10:14:49,79.155.43.245,Supermarket
TXN-9965,FR1470491524096403811454117,FR3025738747658023082057099,6609.18,2025-02-02 16:40:41,187.231.105.204,Unknown
TXN-12305,FR2554288231707026357165263,FR9064944731217974140478623,7965.84,2025-11-05 03:14:11,157.67.91.58,Travel
TXN-8793,FR8800100042020065923560032,FR4684348577212646842265522,6650.47,2025-11-08 18:46:02,52.181.167.171,Gambling
TXN-6624,FR9093662831868926198674196,FR4740666822811079035395611,2939.65,2025-10-12 04:56:24,200.104.172.233,Gambling
TXN-2423,FR8835105311419926233810080,FR0848997901379263079126399,3493.18,2025-08-19 22:04:23,101.137.45.214,Gambling
TXN-10909,FR1796502463902183010198288,FR8466708450716353594568837,725.23,2025-01-13 17:26:33,143.201.207.23,Gambling
TXN-11582,FR6866521026013953104392947,FR6148938841464931548986850,8767.81,2024-12-25 22:04:30,106.130.31.52,Tech
TXN-13072,FR7151156783794472148623207,FR8638832938414165432355034,7730.47,2024-11-30 00:22:53,183.19.102.153,Gambling
TXN-548,FR5343098331738673859218907,FR1827471669230779580771344,2226.3,2025-03-20 18:02:14,206.236.45.123,
TXN-3458,FR3982294548265361124181208,FR6744717389438804867400541,6342.23,2025-05-27 18:17:49,171.217.154.62,Tech
TXN-9244,FR4041559470264358299359035,FR2032448074602120315245035,7963.49,2025-05-15 09:39:55,122.158.207.247,Supermarket
TXN-1651,FR1873459294952806660775699,FR0432730443022591780275540,3601.58,2025-09-30 23:11:29,94.221.110.72,
TXN-8375,FR3024036226020212766228552,FR2917257499166370727035586,1528.72,2025-07-16 20:49:27,72.161.110.81,Unknown
TXN-14934,FR7122004974917306119606907,FR7017436180428524813309337,7399.98,2025-06-30 19:24:32,204.223.163.52,Restaurant
TXN-3054,FR6742021446654652204546399,FR1760791333273089431179573,272.34 €,2025-10-07 03:40:16,70.101.92.35,Supermarket
TXN-14740,FR6385261812011506358071767,FR1585022763948540492712328,4910.41,2024-12-26 21:10:39,140.98.62.108,Tech
TXN-4828,FR5911931902829594212099829,FR6433450827403514046790902,5381.56,2025-04-03 23:57:31,155.141.65.24,
TXN-13994,FR8365587649380347605667549,FR7688353107151791141966398,9743.96,2024-11-22 02:58:26,,Unknown
TXN-6424,FR5583727584786148050210329,FR2387041632901281820935672,7116.7,2025-03-30 07:12:50,143.236.17.28,Restaurant
TXN-3931,FR0723666597943898294895698,FR1825849741859604522201671,2153.13,2025-10-16 18:05:07,Localhost,Restaurant
TXN-3573,FR8093860251691599554514633,FR2606270486688005336143464,3950.29,2025-06-15 16:48:26,3.156.221.189,Restaurant
TXN-7035,FR5846451870701716870843635,FR8018424767086080002463176,8765.63,2025-09-06 15:30:14,53.179.50.141,Travel
TXN-8157,FR5934092879990114925010315,FR0562357171980919835085456,1300.36,2025-02-23 04:58:25,192.168.X.X,Restaurant
TXN-14922,FR6942049474616210356922580,FR0519546805499657060224512,616.54,2025-11-12 22:07:07,203.137.232.68,Travel
TXN-8594,FR0481047539781879327422425,FR6343226073680162818796233,3260.87,2025-10-15 22:35:49,46.232.120.102,
TXN-8228,FR0999167032153035211498429,FR3334880442421499673572628,5315.51,2025-04-12 15:04:06,117.160.196.59,Restaurant
TXN-4922,FR8845058304618907385985736,FR3794053073173212843015926,7238.59,2025-02-08 19:52:14,::1,Unknown
TXN-4584,FR6276772363606326326241484,FR6326637351739873482180648,9308.33,2025-04-10 03:04:56,31.164.126.213,Tech
TXN-11145,FR6584921740281056300223736,FR7500180522992700476326858,6047.64,2025-04-08 10:11:00,15.101.201.179,Travel
TXN-1382,FR5042710081936506423399072,FR1235349511849042365640612,3065.69,2025-07-17 14:07:30,65.57.216.53,Supermarket
TXN-6706,FR3312966324995486155577989,FR4732693819682528906653582,9115.08,2025-03-27 15:25:44,152.182.126.184,Gambling
TXN-13259,FR5485114466111569489730103,FR0450903998582324963501678,141.15 €,2025-03-03 13:13:01,163.171.143.62,Gambling
TXN-4104,FR0402461245049227390545071,FR1683447494895248619046911,4486.7,2025-05-01 16:30:53,192.168.X.X,Tech
TXN-10060,FR2541155095533383358096610,FR2806096299954111523113657,3699.73,2024-11-29 12:43:55,50.246.204.1,Tech
TXN-6701,FR2252495948558622968590014,FR8663367787966072730035387,2151.98,2025-11-04 14:43:41,107.220.184.10,
TXN-6336,FR2755801543308975665343255,FR5573124710967472746520775,,2025-01-27 09:27:18,62.195.130.51,Supermarket
TXN-14723,FR5362780817096978869255382,FR8667749754709066393930124,2526.64,2025-09-28 04:38:28,55.21.51.126,Restaurant
TXN-5042,FR9821506836160376874205953,FR8078637336036695981955225,3044.37,2025-06-19 02:31:23,150.105.7.97,Travel
TXN-14426,FR8585362585911096208770468,FR5379757058933261666122944,7052.7,2024-11-23 00:31:03,5.120.122.196,Travel
TXN-14099,FR5845386970720942787160936,FR4940481057200255835710361,6858.7,2025-04-28 13:33:59,196.190.119.41,Tech
TXN-3610,FR9802297564062767305221549,FR7702801469282460203764568,9511.69,2025-03-18 07:11:03,106.37.255.90,Unknown
TXN-12332,FR6506660039493746141131665,FR1269302115186045845658853,7953.23,2025-09-04 17:32:08,70.6.99.208,Restaurant
TXN-8477,FR6574648837294579661463252,FR5593662931177856858396205,8368.22,2025-05-04 00:20:22,187.60.205.163,Unknown
TXN-4685,FR5208777286733676157579397,FR2010023139268557284391309,7935.72,2025-08-19 21:37:04,181.181.238.73,
TXN-2383,FR6594464731243234401848446,FR3181634204425086839820781,156.13,2025-10-18 08:38:55,77.185.70.171,Restaurant
TXN-6806,FR6280464878810986429922270,FR6250649583750980632400256,2457.45,2025-04-19 18:24:58,57.208.38.20,Travel
TXN-8476,FR2953842020191218297761497,FR2608117879653584877528701,4176.33,2025-09-28 00:10:38,203.238.108.47,Gambling
TXN-14399,FR1712275821966759203395465,FR7580596945670049101387440,7290.3,2025-11-09 22:30:30,214.132.133.163,Travel
TXN-12359,FR4549073518518801288347431,FR6890944505874194300547926,3511.3,2025-05-11 01:44:30,83.82.194.155,Tech
TXN-3766,FR1807573155520578709065615,FR2697580633309708451333823,3996.35,2025-06-22 20:51:25,20.177.105.206,Restaurant
TXN-3786,FR0893594975781536056751687,FR9124502002644109525295537,8788.71 €,2025-09-03 15:27:48,113.65.171.242,Unknown
TXN-4014,FR5953031043214355038342369,FR1735078675424451151005157,8126.44,2025-11-08 17:28:49,,Unknown
TXN-13420,FR5277538519460183984921928,FR6776797239114425598223137,9224.31,2025-05-12 04:47:31,151.16.205.37,Tech
TXN-14825,FR6208937055722702897814242,FR2067669094440984337737124,8834.9,2025-09-06 04:52:52,55.107.59.163,Tech
TXN-520,FR1790656392547879805436669,FR1242544667595621247746619,6418.68,2025-05-19 12:02:58,47.205.179.10,Restaurant
TXN-3869,FR2416723174456752146496336,FR9127344043993225671300792,7326.88,2025-09-01 11:59:18,162.35.94.138,Supermarket
TXN-1161,FR0962335219760157910596044,FR7593950228152536947540682,6024.41,2025-01-27 21:27:12,42.31.13.89,Supermarket
TXN-9360,FR8326813085665259032250180,FR4552630119525472979055154,4667.01,2025-07-24 05:25:03,::1,Restaurant
TXN-556,FR3131225480788904115782777,FR1856552993281871241297397,4808.79,2025-07-16 08:43:39,190.28.56.106,
TXN-10121,FR5494244409665604224967788,FR8114675670004672439350049,2965.02,2024-12-29 22:20:33,106.143.85.60,Restaurant
TXN-10617,FR0721228373894702833270026,FR1916419481776787556522729,4965.8,2025-02-02 02:00:45,209.253.70.193,
TXN-77,FR4817188465991632042206998,FR3893194944200914752247780,7175.98,2025-08-11 19:36:47,2.58.228.197,Gambling
TXN-9587,FR8999024072525397211512122,FR8747972424298014088156238,4272.18,2025-08-30 16:00:41,::1,Gambling
TXN-2886,FR7409541024028210715007572,FR3632399411876459149661242,7581.2,2025-10-11 04:04:09,198.225.212.45,
TXN-13251,FR1359385160026500042498371,FR8093008725538905260465578,1126.11,2025-06-02 01:32:33,34.2.163.233,Gambling
TXN-6645,FR2007457496341714263215345,FR1700210367857933763426494,8152.68,2025-01-25 18:34:35,81.227.172.123,Travel
TXN-9041,FR1046000615842451010081758,FR0866687815546693272680205,9547.45,2025-01-08 20:49:28,114.216.160.205,Travel
TXN-14199,FR5603475714725975191597078,FR3383083821630657870302845,7842.95,2025-10-27 03:04:39,165.48.123.200,
TXN-8567,FR3319239948832189959733015,FR4494748986772096154974203,7619.94,2025-04-19 23:56:38,1.153.155.128,Tech
TXN-1483,FR3275119396957805635733283,FR7574517801985334429826256,1607.83,2024-11-18 06:00:36,2.201.252.67,
TXN-12713,FR5192909825553195906471218,FR9719901820354458074926001,9772.55,2025-01-29 13:02:35,105.158.118.37,Supermarket
TXN-5871,FR4155532599691344101867538,FR3247574360606705446826261,5510.15,2025-06-01 18:29:33,90.87.34.153,Supermarket
TXN-13628,FR4790540177503315357008092,FR6514540190699075998957262,9570.53,2024-12-25 17:21:41,195.81.250.240,Tech
TXN-9207,FR5956245676919094496645980,FR1243327537996456351636046,2802.47,2024-12-26 08:28:18,71.95.23.100,Travel
TXN-8464,FR1262768253611245291209561,FR3101460510161655559336686,2012.16,2025-03-27 15:52:57,179.4.31.41,Restaurant
TXN-4995,FR7463462231648820894644846,FR7032139309989650112229851,2745.33,2025-04-20 19:34:20,43.19.248.216,Travel
TXN-9175,FR9137903871878309786250793,FR7126192542028378854556975,5024.78,2025-10-19 20:30:45,98.134.107.65,Gambling
TXN-5293,FR5194165533786933326794685,FR5706881402562489106599551,4972.63,2025-03-25 22:08:36,Localhost,Unknown
TXN-4822,FR8587750922975085996276169,FR5136806586334177634789449,460.45,2025-10-05 15:26:02,123.209.68.181,Supermarket
TXN-3156,FR0964638498331614695909771,FR3930240660139367899625182,3712.38,2024-11-19 03:20:47,137.34.186.81,Unknown
TXN-4665,FR2905882030456088378937777,FR1904472484785650325995989,8129.23,2025-11-11 19:41:11,86.138.127.62,Supermarket
TXN-12645,FR1527345393190479014499213,FR1105164643455924937001982,"3139,04",2025-03-27 13:24:20,211.67.194.164,Gambling
TXN-14808,FR0802587581014176934767033,FR9267278972615759375327411,"389,61",2025-05-14 06:15:06,144.54.147.27,Unknown
TXN-12674,FR7039273950861910371743539,FR2709110424474391366374854,-6484.67,2024-12-01 06:22:19,90.38.58.209,Restaurant
TXN-4953,FR9261862426472018592003689,FR5140215519546789425989911,2207.0,2025-07-11 20:25:09,130.138.12.151,Unknown
TXN-8509,FR6759403417270363636214854,FR5504067776820433782930249,3279.46,2025-02-05 20:45:29,167.190.220.189,
TXN-8904,FR4797300662869519133308376,FR9482751978593034224128897,1918.72 €,2025-02-26 12:53:18,27.5.161.186,Tech
TXN-193,FR9094066823896083515463982,FR5441009342009968946722781,5720.57,2025-06-24 19:35:21,159.60.93.57,Restaurant
TXN-6932,FR6928347612065442595871470,FR6996512743978134911373323,8189.7,2024-11-20 06:55:22,16.224.143.240,Gambling
TXN-1253,FR6556574617431260497890466,FR7097638466722413175062750,8570.91,2025-08-28 23:22:22,170.159.29.81,Tech
TXN-1887,FR5694142676657562809233145,FR1678394236493957064046051,5258.72,2025-02-08 21:07:18,157.174.203.79,Travel
TXN-12111,FR5957860536401255621452749,FR1544591028005955798393383,5214.82,2025-10-19 06:46:17,::1,Tech
TXN-4428,FR4484067322466569251235167,FR4450978050415187567171867,1415.28,2025-02-06 13:55:48,131.68.133.91,Restaurant
TXN-3055,FR0525865698253894644685162,FR0251122547972353058408400,7885.95,2025-01-20 11:01:40,Localhost,Supermarket
TXN-12948,FR4937353576969944066854251,FR5718322126935035321361479,4247.1,2025-07-24 17:53:46,147.57.178.161,Gambling
TXN-331,FR0709104688968242393619567,FR8632829941386831022402334,2007.73,2025-01-20 06:44:32,209.247.238.95,Tech
TXN-12619,FR7306451270924693686043087,FR1001297925047915758263952,4978.14 €,2025-03-22 03:05:08,21.7.12.91,Tech
TXN-6875,FR5402258236891794394670907,FR2582963692038498147237328,,2025-05-14 09:33:36,31.79.191.175,Gambling
TXN-10658,FR9417824281493438820492995,FR7343576970177974103460570,8709.73,2024-11-26 05:09:51,Localhost,Restaurant
TXN-13708,FR5331712806761191741662054,FR3505837747876640181971378,8919.81,2025-05-14 13:17:01,134.176.110.223,Restaurant
TXN-9844,FR2543221500325691745690060,FR8093912963622567868987640,19.61,2025-03-15 17:28:58,73.53.238.152,Tech
TXN-5396,FR1952739879475545158644909,FR6970435163575959493309623,4535.92,2025-08-22 10:50:35,Localhost,Restaurant
TXN-9846,FR4264211765877263163946967,FR3193399835089342630328915,7024.97,2025-04-04 12:28:02,221.159.139.104,Unknown
TXN-9533,FR7577344245369998795811512,FR5219583970930384214254722,5411.37,2024-11-23 00:17:38,199.103.16.129,Tech
TXN-12690,FR2332449513220994147391329,FR2596845932852031049324526,6860.34,2025-08-30 00:46:00,192.168.X.X,Supermarket
TXN-1139,FR3766819729269441187706703,FR7547481344455626076222561,-144.79,2025-10-01 12:26:54,131.87.51.144,Travel
TXN-11562,FR5257455914928630196412275,FR2821453117512883509020161,44.43,2025-09-03 02:30:47,7.219.49.253,Supermarket
TXN-14436,FR7302590840668687962937560,FR8520958099490795580273755,999.4,2024-12-08 00:01:10,170.214.113.110,Tech
TXN-5671,FR9110804191356352148435489,FR6034924563846896254852462,5664.42,2024-11-21 07:58:43,97.190.137.144,Unknown
TXN-14982,FR0607635242147672383019350,FR9825343810269858587752574,997.42,2025-02-22 22:49:10,164.143.247.183,Restaurant
TXN-8753,FR1023773201801899523259774,FR9676720258727122080964689,4315.38,2025-06-19 20:31:50,190.26.131.146,Tech
TXN-11733,FR2385923024189082398921809,FR5813921627914430537934135,5341.84,2025-06-02 17:19:30,96.37.134.68,Tech
TXN-3029,FR7514391845383723257342379,FR2162387605250935238530979,4151.11,2025-11-02 16:37:50,132.213.52.186,Travel
TXN-4150,FR5777561278011879942162898,FR6196814588483460713435238,9934.77,2025-09-07 23:03:13,164.95.98.78,Supermarket
TXN-7839,FR2978173235719505491803321,FR6747073246334745954564444,8341.72,2025-03-24 00:10:25,97.244.109.147,Restaurant
TXN-4975,FR7882828591611774225507577,FR2543490665239357173524312,8215.4,2024-12-19 08:42:23,154.133.92.91,Tech
TXN-4227,FR0628289799205588788590373,FR3223128720891432021665135,3579.09,2025-08-31 12:12:53,::1,Gambling
TXN-4894,FR0421448914071396269899866,FR4827716192474521678502102,343.67,2025-08-03 09:25:50,107.57.3.210,
TXN-7500,FR8396685441291242846813037,FR6743514871984488796844632,6299.69,2025-05-30 10:51:23,124.30.55.114,
TXN-8842,FR4618936699496078200260381,FR4714991270851763925271592,6768.84,2025-01-27 21:49:55,,Travel
TXN-442,FR6920279920361368550120263,FR8169998602109839171588980,9457.82,2025-03-27 23:59:03,47.87.66.41,Travel
TXN-12625,FR5189318017932280165178451,FR6503202316205705385173492,9957.85,2024-12-24 22:29:26,116.65.118.7,Restaurant
TXN-12936,FR4481445197144032808293649,FR2428011291087102220449110,8863.29,2025-06-11 02:04:31,47.135.254.170,Restaurant
TXN-12052,FR5424077806479020841321350,FR1918092415302224765879504,7860.8,2025-01-27 01:23:18,4.140.250.41,Unknown
TXN-13987,FR0551463264419248111420521,FR9634842401323423977125335,8684.94,2025-05-12 01:13:00,60.186.49.114,Tech
TXN-9233,FR4955346723797889181375817,FR9890908970786679672134275,"4580,6",2025-08-31 10:35:07,159.88.172.203,Restaurant
TXN-8105,FR8525832330393802340811442,FR3573658748357183883376121,9090.84,2025-03-30 18:48:23,147.41.82.152,Restaurant
TXN-14583,FR1495263443292460961263790,FR3040029664324090955214610,2832.89,2024-12-31 08:29:39,196.190.198.96,Travel
TXN-9167,FR0431324012508102941873842,FR9366364597796814948843192,7122.17,2025-05-10 11:48:04,110.124.190.199,Travel
TXN-13307,FR1001442199462582549962521,FR9031977885251257362114255,8713.54,2025-05-16 13:16:27,192.168.X.X,Unknown
TXN-4978,FR3240584290389741429819660,FR9451449167783755803921368,7826.56,2025-10-06 04:50:56,198.113.55.30,Travel
TXN-4309,FR8862832480405936334113519,FR5639805236917936081686062,9715.94,2025-03-08 09:08:23,43.249.248.61,Unknown
TXN-13386,FR8240662960190632656795112,FR8733432068800704138264339,1682.59,2025-09-25 02:48:13,182.116.151.184,Restaurant
TXN-7294,FR1215599654457808896680339,FR8703075385933994387386632,8301.84,2025-05-17 15:09:52,163.81.148.91,Unknown
TXN-1016,FR2271774677639928700495374,FR7569075307624497438732631,6012.6,2025-05-01 09:42:51,::1,Unknown
TXN-4137,FR1140614549145284148128670,FR1167574730367650108619194,6050.96,2025-02-24 06:20:00,29.227.70.90,
TXN-5192,FR8362277512408111911798565,FR2337416990248708037915594,6052.73,2025-10-25 12:55:29,171.87.41.41,Travel
TXN-2151,FR6933643319170166121666729,FR8360586321312704558167777,8991.25,2025-08-03 08:33:29,212.98.215.40,
TXN-12754,FR5561823923986900318521790,FR0221264084953288186957442,5648.55,2025-01-01 13:29:31,162.112.25.249,Tech
TXN-479,FR6685205744036073209335969,FR3059070582409825720822451,1199.88,2025-01-27 05:56:45,39.33.187.146,Restaurant
TXN-13065,FR2192631667882170082693976,FR5928911298743738190925357,6084.41,2025-04-20 02:31:44,187.220.57.130,Unknown
TXN-10510,FR6246695298371405125263791,FR2292118064072181868820283,9225.87,2025-08-27 23:17:18,108.234.241.226,Travel
TXN-13798,FR1804294830313743042710757,FR7540639062258390302415581,3383.67,2025-01-20 13:32:02,9.234.137.133,Unknown
TXN-2772,FR6115525765251883170570272,FR5945992052728878877981161,3235.68,2024-12-02 18:31:12,138.203.68.39,Travel
TXN-1212,FR3031460471733625904042887,FR2659769589980355632671524,5100.29,2025-04-15 14:31:13,118.152.209.184,Supermarket
TXN-9274,FR9427728317410934078924411,FR8168549428364316381063884,3032.95,2025-08-04 19:55:29,62.251.101.182,Tech
TXN-4968,FR0947846139586764663279225,FR5857940469530947006213547,1271.7,2025-07-24 09:51:08,190.12.0.76,Restaurant
TXN-5352,FR9009876885759468105629224,FR1047865620588335229481022,5370.16,2025-09-25 03:47:40,174.77.78.142,
TXN-2702,FR3123971048102544652512580,FR1665047037852535350420160,7577.35,2024-12-05 13:14:32,133.233.123.34,Tech
TXN-7380,FR1019166801522463111663780,FR2959918104576851834732430,4415.92,2025-07-24 12:04:38,Localhost,Travel
TXN-1680,FR4954109406046856876548115,FR6983712314520014056729845,2735.48,2025-06-01 10:14:30,,Restaurant
TXN-12938,FR8643900399273978837853324,FR9266218169565879774509359,5072.62,2025-08-27 00:17:15,57.29.240.141,
TXN-3501,FR3763164903193622479999089,FR6068731200534273495107281,6103.35,2025-09-24 19:01:17,153.53.18.232,Restaurant
TXN-10976,FR8091682806264143457234287,FR1519645021837063905110420,2252.75,2025-02-14 18:46:31,170.35.127.11,Supermarket
TXN-6770,FR0529349743670666215623067,FR2029207190434608821903431,4246.1,2025-08-26 09:10:06,165.198.43.98,Restaurant
TXN-10129,FR4070051468725249737821186,FR3567515739163955545122468,2200.31,2025-04-29 23:52:16,6.255.4.93,Unknown
TXN-10860,FR8123926645564216345863849,FR8098536751086690152201764,9290.71,2025-06-07 18:20:20,58.74.147.175,Travel
TXN-14391,FR1610125524136440627646043,FR1736905227092517882925109,9763.96,2024-11-13 20:41:02,::1,Restaurant
TXN-6118,FR9690066260640714491230856,FR3876209228381631416124664,6488.43,2025-04-20 12:34:35,86.61.151.227,Tech
TXN-9103,FR8296557229558350243653505,FR3044754640804561493614532,6949.08,2025-10-05 12:37:04,42.133.1.195,Unknown
TXN-900,FR4466186550961031417750598,FR1716335452674411459979237,6786.99,2024-12-26 07:59:18,92.144.1.115,Supermarket
TXN-3518,FR8590273628939846053079237,FR0454458085550198145867184,2534.79,2024-12-28 11:53:30,123.239.70.45,Unknown
TXN-1588,FR7393995747021717009211705,FR0536259955314197732882885,3396.92,2025-06-24 17:01:45,34.168.151.165,
